smiles,QED,SA,logP,LipinskiCount
C=C([C@H](C)[C@H]1C=C[C@@H]2N=C3N=C(C)CCCN3[C@@H]3CCC[C@H]1[C@@H]23)N1CC=CC=C1N,0.7201625435603344,5.5300426963715275,4.073900000000003,5
C[C@H]1C[C@@H]1[C@H]1CO[C@]2(C1)[C@@H]1CC[C@@]3(O[C@@H]12)[C@@H]1CC[C@]2(C[C@@H]13)C[C@@]21C=CC(O)=C[C@@H]1C,0.6295894600801971,6.953672311882324,5.4195000000000055,4
CC[C@H](N1CCCN1)N1CCC=C[C@H]1CCN1CCN[C@@H]2C(C)CCO[C@@]2(C)CC1,0.6449004079819365,5.147467010722972,2.4324000000000012,5
C1=NCC[C@H]2c3cnc(-c4ccc(N5C[C@H]6CC[C@@H]7CCC[C@H]6[C@@H]75)cc4)cc3N[C@@H]12,0.7636229008467953,5.649692863377035,5.115700000000004,4
C=C1CC[C@@H](n2ncnc(N3CC[C@H](CC)[C@H](C)C3)c2=O)CN1[C@@H]1C=C[C@H](C)CC1,0.7007407881707749,4.695895945034096,4.016000000000004,5
CN1C(=O)NN=C2c3nccc(N4CCCN(C[C@H]5C=CC=NC=C5)C4)c3NC[C@@H]21,0.7938205736677468,4.800530909902479,1.4748999999999999,5
CCN[C@@H](C)c1cnccc1C1=CC(=O)N2[C@H](C(C)C)[C@@H](n3ccnc3)[C@@H](C)[C@@H]2C1,0.7900644457970156,4.713866972829829,3.848500000000003,5
NNC1=C[C@@H]2CC[C@@]3(C[C@@H](O[C@@H]4CCOC4C(=O)N4CCCCCCC4)CC[C@@H]13)O2,0.5376067747552882,6.014369204058362,2.4005,5
C[C@@H]1O[C@@H](CO)CC[C@H]1c1nc2n3c1OCC[C@H]3[C@H](N1C=CN3C(=C1)C=CN3C)C2,0.8168954466801304,5.613081334330398,2.0791000000000004,5
Cc1cnc2c(c1)[C@@]1(CCC[C@H](N3[C@H]4C[C@@H]5[C@H]6[C@@H](CO)C[C@@H]7[C@H]([C@@]657)[C@]43C)C1)OCO2,0.7617673816132589,6.430653092156026,3.231620000000002,5
C=C1C2=CCN(c3nccc(C)c3C)[C@@H](C)[C@@H]2Oc2cnc(N3CCCCC3)nc21,0.7528934372992494,4.093954982922481,4.088040000000003,5
c1cc(CN2CCCC3=C4CN(CC5CCNN5)CCN4CC[C@@H]32)c2cn[nH]c2n1,0.6985977600872393,4.290612693119261,1.064200000000001,5
CC1=N[C@@H](C)CCN1C[C@H](O)[C@H](C)[C@@H]1C=C2CC[C@@]3(C)c4cncnc4O[C@H](O1)C23,0.766236881784734,5.615192476265498,2.6976000000000013,5
C=C(C)[C@]1(c2ccccn2)C[C@@H]1[C@@]12C[C@@H]1CN=C1C[C@@H](c3ccc(CO)nc3)N[C@@H]12,0.7552765545524746,5.204776889203554,3.3668000000000022,5
CC(N)c1ccc2c(n1)OCC=C[C@@H]2O[C@H]1CNC(C)(C)[C@@H](O)[C@@H]1c1cnccn1,0.652484507413491,5.1423545875680325,1.792699999999999,5
Cc1cnc(C[C@@H](C)C2=CC=C3NOC4(CCCCC4)N3C2)c(-c2cccnc2)n1,0.8210153888969774,4.534093286465019,4.3042200000000035,5
C=C(C)O[C@@H](C1=CC[C@H](C)CC1)[C@]1(C)C[C@H](C(C)(C)N2CC=C(N)N=C2C)NCO1,0.5046196806260331,5.52872293180007,4.059000000000003,5
C[C@@]12C[C@@]34O[C@@]5(C)CC(=O)NC=C5[C@@H]3[C@H]4[C@@H]1C1=COC[C@@H](N3CCNCC3)C=C1O2,0.6720901871609829,6.295047059121195,1.0445000000000007,5
CC1=CC=C(N(C2CC2)[C@@H]2CCN3Nc4c(C)nc5ccncc5c4[C@@H]3C2)CC=C1,0.783394934376789,4.594822295241277,5.038720000000005,4
CO[C@H]1CC=C(N2NC(C)=NCC2=O)C[C@@H]1C[C@H]1C[C@H](C)C[C@H]2CCC(C)=C[C@@H]2C1,0.6698304766614326,5.160569237463814,4.859300000000005,5
CN1CC[C@]23CCCN(c4ccc5c(n4)N4C6=C(CN4C5)C(N(C)C)NC6)[C@@]2(C1)C3,0.7956720008782612,5.162060545929693,1.4418000000000006,5
CC(C)N1C(=O)N(C[C@@H]2C[C@H](Oc3ccc(Cl)cc3)C3=C(CN2)NCCN3)C[C@@H]1C,0.6648514452637363,4.481624970956998,2.3881999999999994,5
CC(C)N1CCC(O[C@@H]2[C@H]3NCNN(C(=O)c4ncc5c(n4)C(=O)CC=C5)[C@H]32)[C@H]1C,0.741449530631139,5.310112958608757,0.5909000000000022,5
Cc1nc(O[C@@H]2C[C@H]3N(C)[C@@H]4CCO[C@@H]4[C@@H](C2)N3C)c2oc3c(c2n1)CC[C@@H](C)C3,0.7514147801710146,5.6425125553214714,2.9266200000000016,5
C[C@@H]1C[C@H](O[C@H]2CC3=NN(C)[C@H]4CN(C)CCN4N3C2)C=C(O)C2=C1C=NCC2=O,0.709332800807424,5.650032681275846,0.6251000000000035,5
CCC1=CC2=C(CCC1)CN1C(=O)N([C@H]3CC=N[C@@H](c4ncn[nH]4)[C@@H]3C)[C@H](CC)[C@H]21,0.8166614112421839,5.361656980496582,4.040300000000003,5
C[C@@]1(N2CCN(CC3=NCC(=O)NCN3)CC2)CN2CCCN=C3NC=CN=C1[C@@H]32,0.5176188723566405,4.919365525287095,-1.5600999999999936,5
c1ccc(N[C@@H](CC[C@H]2[C@@H]3[C@H]4Sc5cccnc5N4CCCN32)N2CCCN2)cc1,0.6933859882271874,4.7050803794232365,3.205000000000002,5
Cc1c(CC2=CC(N3CCCCNC3)=CCO2)oc2c1O[C@H]1CCC=NCC[C@H]1O2,0.8198526426752237,5.044211673240264,3.334520000000002,5
CN1C=C(O[C@@H]2C=CO[C@H]3C(=CNc4ncccc43)C2)C[C@@H](N2CCCNCC2)N1,0.6994066382848967,5.045054072589009,2.0541999999999994,5
C[C@@H]1[C@@H]([C@@H]2CN=C[C@@H](C(=O)N3CC[C@@H]4CCC[C@@H]43)O2)NC(=O)N(C)[C@@H]2CC[C@@H](C)[C@@H]12,0.750637047834743,5.268163082511946,2.3000000000000007,5
C[C@@H](CN1CCC[C@H]1C1=C[C@H](c2ccccc2)C(=O)n2cccc21)[C@H]1CC=NCN1,0.8276368600200614,4.717578129651,3.799800000000003,5
Cc1cc2c(cc1O)NN=C([C@H](C)O[C@]1(C)[C@@H]([C@@H]3CCN4CCN(C)C[C@H]34)[C@@H]1C)C2,0.7958829999714758,4.995971318911778,3.0902200000000013,5
CCCN1CC[C@@H](C2=NC(=O)[C@@H](C(=O)N(C)C)c3occc32)CC2C3[C@H]2CCN[C@H]31,0.7664575259499028,5.0162483324864375,2.0843,5
CC[C@]1(C2=C[C@@H]3CC[C@@H](C)[C@@H](C(C)C)OC3=NCN2)CCc2nc(C)ccc2CO1,0.7659874463828199,4.967889694850507,4.932020000000005,5
C[C@@H]1[C@H]2CC[C@]3(C)[C@H]2[C@]13C1=NNN[C@H]([C@H]2C[C@@H]3OC3[C@H](C)N2C)C1,0.757634307509985,5.923382178010003,1.7510999999999992,5
CO[C@H]1CCCC[C@H]1N1CC[C@@](O)(C2C=CC3=C2C[C@H]2CCC=CN=C2N3)[C@H](C)C1,0.7422282582951009,5.172636305649177,3.7725000000000026,5
CN1O[C@H]2[C@H]3[C@H]4[C@@H]1[C@@]41[C@@H]2[C@H]2N3N2[C@@H]1O[C@H](NNO[C@H]1CC[C@@H](O)CC1)[C@@H]1CCCO1,0.27792787800233987,7.854095779738504,-0.7217999999999967,5
CNc1ccc([C@@H](C)NC2=NC[C@]3([C@H](C(C)C)O2)N2CCC4C=NN(C)C[C@]423)cn1,0.7375948400029295,6.076937128614115,1.929,5
CN1C[C@@H]2[C@H]3C[C@@H]4CCN(C(=O)O)[C@@H]4[C@H]3C(=O)CN2c2cn(-c3ccccn3)nc21,0.7636804962006963,4.686998304289068,1.4793999999999998,5
O=C1CC=CC2C[C@H](C(=O)N3CC[C@@H]4C[C@@H]43)CCN12,0.6641441380454725,4.193589508968795,1.1743,5
C=C1OCCNC2=NC=C[C@@H](C3=CCC[C@]4(C)C5=C(CC=NC=N5)N(CC)C[C@H]34)[C@@H]12,0.7132710012397384,5.660165126275065,3.6707000000000027,5
C=C(C)C[C@@H](C1=NC(C)=C2[C@H](N1)[C@@H](C)N1CCC[C@@H]21)[C@H](C)[C@]12C[C@@H]1CN(CC)CO2,0.6741574964935143,5.6072134652764865,3.7840000000000034,5
CC(C)O[C@@H]1OC[C@H]2[C@H]1OCCC[C@H](C)N2C1=C[C@@H](C)N(c2ccccc2)C(=O)C1,0.7517300577976566,4.514794768563507,3.7151000000000023,5
C[C@H]1NC(C2=CN([C@@H]3CCCCC3(C)C)N(C)C=C2)=C[C@H](c2ncc(O)cn2)C1=O,0.7930465778967966,4.933876328423063,3.239300000000002,5
COc1c(N2CCN([C@@H]3CN4C(=C3C)C[C@@]3(C)[C@H](O)CC[C@@]43C)CC2)ccnc1C,0.824016111736342,4.47736272006059,2.802220000000001,5
C[C@@H](C1=C(OCCCO[C@@]2(C)CCCO2)C=CCCC1)[C@@H]1OC1Oc1ccnnc1,0.41865702005937294,4.861477430350301,4.160500000000003,5
COC1=NC=C([C@@H](C2=N[C@H]([C@H]3CC[C@@H]4CCNC[C@H]4[C@H]3C)CCN2)C(C)C)CC=C1,0.7282253488275429,5.336380084564729,4.1795000000000035,5
C[C@H]1[C@H](c2cn(C)c3nc(Cc4ccccn4)cn23)[C@@]2(CN1C)c1ccc(Cl)cc12,0.5048286523265214,4.812694515621491,4.029200000000003,5
C[C@@H](O[C@]1(C)CC[C@H]2C[C@@H]1[C@@H]2[C@@H]1CC[C@H]2O[C@@H]3CCC=C[C@@H]3[C@@H](C)O[C@@H]2O1)C1CC1,0.586678328002968,6.135091985500052,5.250100000000006,4
CC1=NC2=NCN3C(=CC(CNC4CC(C)(C)CC5=C4NNC5)=C(O)[C@@H]3C)C2N=C1,0.5701426706369592,5.587318545617632,1.8101000000000007,5
CN[C@@H]1CCN(C)C[C@@]1(C)N1C[C@@H]2[C@H]3N=NC(c4ccnc(N)n4)=C3C[C@H]3[C@@H]4[C@H]1[C@@]423,0.7842142269910168,6.070479075582482,1.2366000000000004,5
CCNN(C[C@]12C[C@]13O[C@H]([C@H]1CC[C@@H]4N(C)C=CN14)CCC[C@@H]23)c1ccc(C)cc1,0.7226057627643901,5.58849852776217,3.860820000000003,5
CC(=O)N1CC[C@H](OC2=NC=N[C@H]2[C@H]2CCCN([C@H]3CC[C@@H]4[C@H](C)O[C@@]43C)O2)CN1,0.741748337524121,5.631512583600022,1.2894,5
CC(C)N1[C@@H]2CN(C3N=CCN=C3NC[C@H]3C4O[C@H](C)CC[C@@]4(C)C[C@@H]3C)CC[C@@H]21,0.7176396496337388,5.743174123235929,2.7817000000000016,5
CCOCc1ccc(N2C[C@H]([C@@H]3CC[C@@H](N4C[C@H]4C4(C)CCC4)C3)N[C@H]3C[C@H]32)nc1,0.6960136805748649,4.777015075734994,3.580300000000002,5
C[C@H]1NC[C@@](C)(c2cnccn2)O[C@@H]1C(=O)N1CCC[C@@H](Oc2ccc(O)cc2)C1,0.7909441666533128,4.1703743607454875,1.844299999999999,5
CCCCN1C[C@@H](OCC)[C@H](CN2C[C@H](c3ccc(O)c(C)c3)c3ccoc32)CN1,0.6847560662985298,4.461793054720021,3.887120000000003,5
Cc1cnnc(C(C)(C)C2=NC=NN([C@H]3CCN(C)N(C(=O)C4CCCC4)C3)C2)c1,0.7603345275159189,4.3171106783181825,2.4004200000000004,5
CN1C=CC=CC1CN[C@H]1CNCCN([C@@H]2CC([C@H]3CCCCN3)[C@@]3(C)C[C@@]23C)C1,0.6447305695530621,5.254982714992288,2.180600000000002,5
CC[C@@]1(C)C[C@@H]2CCC(C[C@@H](C)[C@@]3(C)[C@H](C4=CCN(C)C=N4)C3(C)C)N3CC[C@H]1[C@H]23,0.5673356673787573,5.685936969811732,5.821600000000006,4
CC(=O)N[C@H](C(=O)N1CCCCC1)[C@@H]1CCN(C[C@H](C)c2cncnc2N)[C@@H](C)C1,0.7324736638286817,4.0032786541265235,1.7800000000000016,5
C=CN1N=NC([C@H]2NNN[C@@H]2C[C@@]2(C(C)=O)CC(C)=CC=N2)=C[C@@H]1c1ccncc1,0.6694433799160968,5.589011033375183,2.3212,5
CCCN(CC)CC(C)(C)N1CC[C@@H]2CO[C@H]3C(=NN=C(C4CC4)N3C)N(C)[C@H]2C1,0.6358707401009457,4.776936152334091,2.542900000000002,5
CO[C@H]1CCN([C@]23O[C@@]2([C@H]2CC=C(OC4CCCCC4)[C@@H](O)CC2)[C@]3(C)O)[C@@H](C)C1,0.6646972187245744,5.0711673178944565,3.1098000000000017,5
CC[C@H](CN1CCC2c3ccc4ncn(C)c4c3CC[C@@H]2[C@@H]1C)N1CCN[C@@H](C)C1,0.8398389186459921,4.417505459924131,3.3858000000000015,5
CCN[C@@H](C)[C@H](C)CO[C@@H]1CC[C@@]2(C)C3=C4OC[C@H](C)N(C#N)C(=O)C4=CCN3[C@@H]12,0.672621926240419,5.388988835130499,2.36998,5
CCC1=CN[C@@H](CC[C@@H]2CC=CN([C@H]3CC(C)(C)C4=NN(C)[C@H](C)N=C43)N2)[C@@H](C)C1,0.7155839076767896,5.755526313489169,4.038000000000003,5
C[C@H](Oc1ccncc1F)N1C=CC=C(C2CC(C)(C)[C@H](C)[C@H]2N2CCOCC2)C1,0.7243745290812607,4.647579287610688,4.084200000000004,5
CN(Cc1ccccc1)C1=C([C@@H]2[C@H](C(=O)O)N2C23CCN(CC2)CC3)NC=CC=C1,0.7077795750314565,5.094431620103867,2.3788,5
O[C@H]1C[C@@H]2CC3=C(c4cncc5ocnc45)N=C[C@@H]3N2CC[C@@H]1Cc1ccccn1,0.7261417252849394,4.761903200366802,2.8698000000000015,5
CCc1c(O)ccc(F)c1C1=C2N=CN=C(NC[C@@H]3C[C@H]4CC[C@]5(C[C@H]35)O4)[C@@H]2NC1,0.7133707247769433,6.337407999317829,2.7642000000000007,5
O=C(Nc1ccnc(-c2cccnc2)c1)[C@@H]1C2=C(CC=CC=N2)[C@H]2CCC[C@@H]12,0.8699374877477211,4.015353630894337,4.413000000000003,5
Cc1ccc2c(c1)OC1C=N[C@@H]3C[C@H](N(C[C@H]4CCNN4C)C4CC4)NN3C(=O)C21,0.7713706451484653,5.354737123609283,0.9862200000000011,5
CC1CCN2N[C@H](CCC3(C4C[C@@H](C)NN4)CC3)C[C@H]12,0.7330562016617258,5.449087162319398,1.7891,5
CCC[C@@H]1C[C@H]1OCCCN1C=NC2=NN(C)C=C[C@H]21,0.6683517209834281,4.84604130062538,2.0667999999999997,5
C[C@@H](NCC1=CN(C)CC=C1N(C)C)C1=NCC=NN1,0.7544879190773696,4.743057877299807,0.2268000000000015,5
CC[C@@H](N[C@H](C=N)c1ccccc1)C1=CCN=CC=C1,0.7632033103830017,4.276602784684976,3.312470000000002,5
CCOc1cc(CC=C[C@@H](C)NC(=O)C(C)C)ccn1,0.7790561167824607,3.145950334842264,2.739700000000001,5
CCC1=NC(C)=C(OCC[C@@H]2CC[C@H]3NCCN23)CN1,0.798588759505976,4.535533023411766,1.43,5
C#Cc1cc2c(cn1)CN(CCc1cccc(C)c1)C2,0.7906597667319678,2.6181717635611985,2.9296200000000017,5
CN1C[C@@H]2[C@@H](Cc3cc(N4CCCCC4)ncn3)[C@@H]2C1,0.8399418272509306,3.6881464483122937,1.817,5
CC1=N[C@]2(C=CC=CC2)CN=C1NCCC1CCCC1,0.8399520718116422,4.507768351832501,3.284200000000002,5
CCCN1CCC(CN[C@@H]2CN(C(C)C)C[C@H]2C)CC1,0.8065315641471424,3.261813906321958,2.4267000000000003,5
O=[P@](O)(C1CCCC1)[C@@H]1CC[C@H]2[C@@H]3CCCC[C@@]32CC1,0.7321035784785273,4.973350305834037,4.948400000000006,5
COC1=CCNc2nc(-c3cnc(F)cc3C)ccc21,0.8529006432923807,3.163331989723421,3.003920000000001,5
Cc1cc(C2=CC=C(Oc3cncnc3)CC=N2)on1,0.8548239994423873,3.5131888071254664,2.5513200000000005,5
N[C@H]([C@H]1C=CN(c2ccccc2)CC1)[C@H]1CNCCN1,0.7656254503146522,4.187070307503949,0.9153000000000009,5
C=C(C)NC1=CC=N[C@H]([C@H]2CCCC([C@H](O)CC)=N2)C1,0.8100121546891691,4.902510673493891,2.601000000000001,5
CC1=CC[C@@H](C[C@@H](C)N2C[C@H]3C(OC[C@@H]3C)C2C)N=C1,0.791545292848958,5.297829015630959,2.909600000000001,5
Cc1ccc(CC(=O)N2C[C@H]2CC2CCCCC2)cc1,0.764214191364614,2.585992341111858,3.718720000000003,5
CC1=N[C@@H](c2ccnc(N)c2)O[C@@H]1c1ncccc1F,0.9107759747771943,3.9909800428170428,2.4288999999999996,5
CC1C[C@H](c2cccnc2)NC[C@@H]1[C@@H](CN)C(C)(C)C,0.8913662949758505,4.199144193003548,2.989300000000001,5
CCC[C@@H]1C[C@](C)(N2CCNCC2)c2nccnc2N1,0.8770109928379982,4.090271750202218,1.5812999999999997,5
c1ccc2[nH]c(C[C@H]3[C@@H]4C[C@]56CCCN5[C@@H]6[C@H]34)nc2c1,0.8463468113039503,4.94117846017669,2.5881000000000007,5
CCN(CC1CCN(C(C)C)CC1)c1ccc(C)cc1,0.8021532979335658,2.0630215646222076,3.9417200000000028,5
CC1=NC=NC(=O)C1N=Cc1cnc2c(c1)CCCC2,0.7671654869366344,3.8824626328890464,1.7773,5
CC1=NC[C@@H](C)C(=C2CCCC3(CCN(C)CC3)O2)N1,0.7390103641947707,4.481090358282787,2.5206,5
C[C@@H]1N=CC(N2CC[C@H]3C[C@@H]2CN3C)=NN=C1N(C)C,0.6475633076264812,5.442421421787049,0.511300000000001,5
CC[C@@H](C)CC(=O)NOC[C@@H]1CC[C@@H](c2ccc[nH]2)C1,0.7511946478764864,3.8788336781208432,3.3824000000000014,5
CCCn1c(=O)n(Cc2cnn(C)c2)c2nccnc21,0.7035812160356736,2.6348753095614796,0.7848000000000002,5
CCC[C@H]1C[C@@H](C)[C@H]1CN1C=C2CC=CN=C2N=C1C,0.7594240224796228,4.898481451400195,3.9925000000000033,5
C[C@H](O)[C@H](c1cccnc1)[C@@H]1CCc2ncccc2O1,0.9297337766222286,3.746126711765964,2.3348000000000004,5
CN(C)C1=NNCC[C@H]1NC1=N[C@H]2C=C[C@@H](Cl)CC2S1,0.5644536716366377,5.3939908621239,1.2202999999999997,5
OCC(CCCc1cccnc1)NC[C@@H]1CCCCO1,0.762667362119785,3.039653960335742,1.9239,5
CC(C)=C1CC[C@@H](NNC(=O)c2cc(Cl)ccc2O)O1,0.7501430805009398,3.5266364886884176,2.7104000000000004,5
C#CC1=CC[C@@H]2NC(C3CCN(C4CC4)CC3)=N[C@H]2C1,0.7760361543082978,4.371537267443596,1.9531,5
CC(C)N1C=C2N=c3cc([C@@H](C)N(C)C)ccc3=C2C1,0.8308704418550669,3.8916613837933136,1.6585,5
CC1=C(O)C(C(=O)NC2CCC(C)(C)CC2)=CNN1C,0.7248146452078783,3.137761949237592,2.1948,5
CCc1cc([C@H]2C[C@@H]2CC[C@@H](O)N2CC[C@H](C)C2)no1,0.86902724007999,4.198079121233212,2.7809000000000017,5
Nc1nccc([C@@H]2C=CC[C@@H]([C@@H]3CCCCN3)NC2)n1,0.7060320469518326,4.215919590424418,1.2025999999999997,5
COc1c2nn(C)oc-2c2nc3c(cc12)NC(C)(C)C3,0.7366584914683166,3.8491284327540747,2.4213000000000005,5
CC[C@@H](C)C=C=C1[C@@H](C)c2ncnc3c2[C@@H]1OCCC3,0.7681134986748371,4.695727605246349,3.7252000000000027,5
CCN(C[C@]12CCC(OC)=C[C@H]1O2)c1ccc(C)cc1,0.7696942045264551,3.805538747270485,3.2830200000000023,5
CN1CCCN(c2cccc([C@H]3C[C@@H]4C[C@@H]4C3)n2)CC1,0.824277679681857,3.4053141145443657,2.737000000000001,5
CC[C@@H](C)[C@H]1OCC[C@H](Oc2ccc(Cl)cc2)CN1C,0.8433188101263567,3.5250013328345506,3.8117000000000028,5
CC[C@@H](CNC1=NC=C(N2CCCC2)CN=C1)C(=O)O,0.7894108667761117,3.914760566715654,1.1069,5
C1CC1O[C@H]1C[C@@H]2CC[C@@H]21,0.5664972234776827,3.7306871796017633,1.9639,5
CC(C)C1CSC(N[C@H]2CC[C@H](C(F)(F)F)[C@H](C)C2)=N1,0.8313400515514043,4.37749477575413,4.070500000000003,5
CC(C)OC1=CC2O[C@@H]3CC(=O)N=C[C@H]3C2=CC=C1Cl,0.7863640188004215,5.045731827340045,2.742700000000001,5
CC[C@@H]1C[C@@]12CC1=C(C)CN=C1N=CN2,0.69404341512264,5.583470270497906,1.9053,5
COC1=NCC(c2ncnc3cnc(C)cc23)=N[C@@H]1C,0.7873520891973197,3.80295408898286,1.56932,5
CN(C)[C@H]1N=CC=C([C@@]2(O)C[C@]23CC[C@@H](Cl)CN3)C1=O,0.7206036615874579,5.811902648538291,0.3183999999999996,5
CC[C@@H](CCCN1C(=O)[C@H]2CCCC[C@H]2[C@H]1C)C(C)C,0.7014385489072898,3.7920597174790727,4.485900000000004,5
CC1=N[C@@H](CC[C@@H](C)[C@@H]2CCCCN2C)[C@@H](C)C(C)=N1,0.7681815429717633,4.547085451744806,3.784600000000003,5
Cc1cccc(O[C@@H]2CCCN([C@@H]3CCCNN3)C2)c1,0.8850681874357238,3.5000808182236174,2.05232,5
CC[C@H](C)CNC(C)(C)CC[C@@H](C)Oc1ccccc1,0.7092237205101646,3.0539443858424384,4.648400000000004,5
C[C@H]1C=NC(=O)C(C2=CN=CC2)=C1,0.5938102553350442,4.634546563131927,1.5183,5
CC1=C2C(=O)[C@H](C3=NCC(C)(C)C3)C(=O)N=C2OC1C,0.6835749074048147,4.619288814746867,1.7165,5
O=C(NC1CC1)c1ccn(-c2nc3ccccc3[nH]2)c1,0.7633724975417991,2.4371452383622607,2.2458,5
Cc1ncc(N=C[C@H]2CNc3ccccc3C2)c(=O)[nH]1,0.8190384458077288,3.6189894233399738,2.0650199999999996,5
COC1=NC([C@H]2CC[C@H](NC(C)(C)C)CC2)=NN(C)C1,0.8436663581003659,3.373650340845984,2.2371,5
CCC1=N[C@H](CO)[C@H]2CN(CC[C@@H]3C=CN=C3)C[C@H]2O1,0.818189941687251,5.137406888928313,1.0908,5
Cc1c(-c2cccnc2)cnn1Cc1cccc(Cl)c1,0.7284270234944716,2.064428262234939,3.9552200000000033,5
Cc1ccc(OC2=CCN(C(C)(C)C)CCC2)c(C)n1,0.818662449028085,2.842864326859969,3.8554400000000033,5
Cc1ccc(C2CC[C@@H](O)[C@H](C3CCCC3)NN2)cn1,0.7745689006617332,3.8627662343123834,2.2388199999999996,5
CC1=C(OCCC2=NC(C)CC(=O)N2)CN(C)C(=O)C1,0.8285134219108244,4.141607118059048,0.8360999999999996,5
CN1C=CN=C(OC2=CCN(C3CCOCC3)CC2)C1,0.7679145828079661,3.6707017145570173,1.5867,5
C[C@@H](Cc1ccccc1)[C@H]1CC[C@@H]1NCN1CCCC1,0.854664081381407,3.328118286643453,3.2867000000000015,5
COC1=NN[C@@H](c2cc(C)nc(C3CCCC3)c2)CC1,0.8976127214708052,3.5853695294407704,3.4320200000000023,5
CCCCCCN1CCN(C2CC[C@@H](O)[C@H](C)C2)CC1,0.7589285813836906,3.138355945327321,2.7338000000000013,5
CC1=NC=C([C@H]2CN3c4ccccc4NC3[C@H]2C)CN1,0.8214354077874412,4.505151380200976,2.4159999999999995,5
CCC=CCCCOC1=NCC[C@H]2CC(=O)[C@@H](C)[C@@H]2C1,0.5663424271600762,4.2614612084852155,3.783000000000003,5
COc1ccc2c(c1)NC[C@H]2NC(=O)C1CCCCC1,0.8907959773582819,2.7660209883267104,2.8583000000000007,5
CCC[C@@H]1[C@H](C)[C@H]1N1CCC(CN2C=CC(C)=CC2)C1,0.7566591418570006,4.494377096941714,3.518500000000002,5
